weight_dvdl,dvdl,Run,Lambda
1.8596865999999999,34.78,1,2
2.411571858,45.1014,1,2
1.3121377589999998,24.5397,1,2
2.5107907899999997,46.957,1,2
2.241884813,41.9279,1,2
1.258036813,23.5279,1,2
2.480232685,46.3855,1,2
2.201793007,41.1781,1,2
2.973541558,55.6114,1,2
2.664260384,49.8272,1,2
2.209412482,41.3206,1,2
1.2854722699999999,24.041,1,2
2.7966574509999997,52.3033,1,2
1.951050789,36.4887,1,2
1.467681989,27.4487,1,2
1.73183983,32.389,1,2
1.56228646,29.218,1,2
2.6189980289999997,48.9807,1,2
2.015257565,37.6895,1,2
1.5823751389999998,29.5937,1,2
1.799361746,33.6518,1,2
2.40363691,44.953,1,2
2.1586908399999998,40.372,1,2
2.4676565409999998,46.1503,1,2
2.658416113,49.7179,1,2
3.071552068,57.4444,1,2
2.214465397,41.4151,1,2
1.9827478049999998,37.0815,1,2
2.246771971,42.0193,1,2
2.0068627749999997,37.5325,1,2
1.6260601289999999,30.4107,1,2
0.96171142,17.986,1,2
2.298226152,42.9816,1,2
1.456490718,27.2394,1,2
1.806366316,33.7828,1,2
1.548833408,28.9664,1,2
2.5776015549999998,48.2065,1,2
0.688538537,12.8771,1,2
1.688026512,31.5696,1,2
2.946271858,55.1014,1,2
2.40807492,45.036,1,2
0.8032905039999999,15.0232,1,2
1.3695110689999999,25.6127,1,2
1.396401132,26.1156,1,2
1.595764027,29.8441,1,2
2.339061191,43.7453,1,2
2.5744628659999997,48.1478,1,2
1.0946004109999998,20.4713,1,2
1.485252231,27.7773,1,2
1.7389834219999998,32.5226,1,2
3.1294600779999997,58.5274,1,2
2.224667473,41.6059,1,2
2.260380086,42.2738,1,2
2.198076842,41.1086,1,2
1.391845488,26.0304,1,2
2.1364419729999997,39.9559,1,2
1.153497616,21.5728,1,2
2.010012158,37.5914,1,2
1.9359508609999998,36.2063,1,2
2.2862167899999997,42.757,1,2
2.0854636749999997,39.0025,1,2
2.485761483,46.4889,1,2
2.281217345,42.6635,1,2
1.3229173109999999,24.7413,1,2
1.2109350899999998,22.647,1,2
2.420356979,45.2657,1,2
1.6377005479999998,30.6284,1,2
1.827192881,34.1723,1,2
1.4388242299999998,26.909,1,2
1.14056857,21.331,1,2
1.9650331939999999,36.7502,1,2
2.749956753,51.4299,1,2
2.20772283,41.289,1,2
1.086360684,20.3172,1,2
2.202548724,27.5181,1,3
1.598991096,19.9774,1,3
1.374711012,17.1753,1,3
1.922256648,24.0162,1,3
2.096255604,26.1901,1,3
2.26024956,28.239,1,3
1.252033704,15.6426,1,3
0.9113914679999999,11.3867,1,3
1.960523772,24.4943,1,3
1.259741556,15.7389,1,3
1.616663928,20.1982,1,3
1.396313808,17.4452,1,3
1.3568781,16.9525,1,3
-0.852121848,-10.6462,1,3
1.8149550239999999,22.6756,1,3
1.99267584,24.896,1,3
1.522256748,19.0187,1,3
0.3311655,4.1375,1,3
0.48605090400000006,6.0726,1,3
1.6171041480000001,20.2037,1,3
2.8951988760000003,36.1719,1,3
1.885614336,23.5584,1,3
2.2959473999999997,28.685,1,3
0.6920258400000001,8.646,1,3
1.252930152,15.6538,1,3
1.6386269039999999,20.4726,1,3
1.396625964,17.4491,1,3
1.642436808,20.5202,1,3
1.457504388,18.2097,1,3
2.38026954,29.7385,1,3
0.886090824,11.0706,1,3
0.272079972,3.3993,1,3
1.7842836960000001,22.2924,1,3
1.950606816,24.3704,1,3
1.5044958720000001,18.7968,1,3
1.074849156,13.4289,1,3
1.6301266559999998,20.3664,1,3
1.553488356,19.4089,1,3
1.6696984320000001,20.8608,1,3
1.9200235319999999,23.9883,1,3
1.315801572,16.4393,1,3
1.744535832,21.7958,1,3
1.431891588,17.8897,1,3
1.400691996,17.4999,1,3
1.6561076399999999,20.691,1,3
-1.06145046,-13.2615,1,3
1.098092772,13.7193,1,3
1.70973444,21.361,1,3
2.411277036,30.1259,1,3
1.536383808,19.1952,1,3
1.4269691279999999,17.8282,1,3
0.8032414200000001,10.0355,1,3
1.8328359600000002,22.899,1,3
1.910346696,23.8674,1,3
0.257472672,3.2168,1,3
2.224567728,27.7932,1,3
1.725390264,21.5566,1,3
0.080952456,1.0114,1,3
1.0589772240000002,13.2306,1,3
0.21235412399999998,2.6531,1,3
1.049180328,13.1082,1,3
2.0849859719999997,26.0493,1,3
1.772829972,22.1493,1,3
1.833668376,22.9094,1,3
1.484485872,18.5468,1,3
1.758286704,21.9676,1,3
1.4028930960000001,17.5274,1,3
1.557882552,19.4638,1,3
1.24274106,15.5265,1,3
1.4783388,18.47,1,3
1.212269832,15.1458,1,3
1.538192712,19.2178,1,3
1.1833593839999998,14.7846,1,3
1.566430824,19.5706,1,3
1.272059712,15.8928,1,3
2.188141524,27.3381,1,3
2.077654308,25.9577,1,3
1.778800956,22.2239,1,3
2.280795828,28.4957,1,3
2.016519756,25.1939,1,3
1.1975985,14.9625,1,3
1.13788866,14.2165,1,3
1.5467089680000001,19.3242,1,3
2.51381628,31.407,1,3
2.149602264,26.8566,1,3
0.60262116,7.529,1,3
2.849880228,35.6057,1,3
0.48998086799999996,6.1217,1,3
2.476173468,30.9367,1,3
2.339433132,29.2283,1,3
2.117810376,26.4594,1,3
1.6286379119999999,20.3478,1,3
1.66987452,20.863,1,3
1.841112096,23.0024,1,3
1.7965618319999999,22.4458,1,3
1.369228272,17.1068,1,3
0.6920738639999999,8.6466,1,3
1.7175063240000001,21.4581,1,3
1.312159752,16.3938,1,3
2.475004884,30.9221,1,3
0.389890848,4.8712,1,3
0.6242719800000001,7.7995,1,3
2.544887808,31.7952,1,3
0.7770603359999999,9.7084,1,3
0.8868832200000001,11.0805,1,3
2.3812220159999997,29.7504,1,3
2.41376628,30.157,1,3
1.16430186,14.5465,1,3
2.018792892,25.2223,1,3
0.814479036,10.1759,1,3
2.1003696599999997,26.2415,1,3
1.558450836,19.4709,1,3
2.284317588,28.5397,1,3
2.324393616,29.0404,1,3
1.74875394,21.8485,1,3
0.722433036,9.0259,1,3
1.462666968,18.2742,1,3
2.7075931200000003,33.828,1,3
1.257660516,15.7129,1,3
0.514008876,6.4219,1,3
0.705608628,8.8157,1,3
1.805878488,22.5622,1,3
1.6415003400000001,20.5085,1,3
0.863495532,10.7883,1,3
2.463535152,30.7788,1,3
0.6503650200000001,8.1255,1,3
2.143687308,26.7827,1,3
2.6299863360000004,32.8584,1,3
1.6504968359999999,20.6209,1,3
1.486935096,18.5774,1,3
2.008571784,25.0946,1,3
1.520063652,18.9913,1,3
1.58435178,19.7945,1,3
0.62955462,7.8655,1,3
1.980733872,24.7468,1,3
1.769500308,22.1077,1,3
0.586108908,7.3227,1,3
1.165566492,14.5623,1,3
1.396425864,17.4466,1,3
0.558455088,6.9772,1,3
2.6423525160000003,33.0129,1,3
2.163377148,27.0287,1,3
2.184947928,27.2982,1,3
0.783823716,9.7929,1,3
0.6828132360000001,8.5309,1,3
1.180734072,14.7518,1,3
1.296295824,16.1956,1,3
2.422578684,30.2671,1,3
1.583183196,19.7799,1,3
3.306916632,41.3158,1,3
2.423098944,30.2736,1,3
2.039595288,25.4822,1,3
1.209132264,15.1066,1,3
2.5212039720000003,31.4993,1,3
1.3951212119999998,17.4303,1,3
2.027965476,25.3369,1,3
1.6364818319999999,20.4458,1,3
1.7530440840000001,21.9021,1,3
1.4413203,18.0075,1,3
0.947929728,11.8432,1,3
1.5364638480000001,19.1962,1,3
1.51563744,18.936,1,3
2.4215061479999997,30.2537,1,3
0.38924252400000003,4.8631,1,3
1.54349136,19.284,1,3
1.00602276,12.569,1,3
0.7301568960000001,9.1224,1,3
1.181574492,14.7623,1,3
0.55979976,6.994,1,3
2.324777808,29.0452,1,3
1.856671872,23.1968,1,3
1.142635032,14.2758,1,3
1.545620424,19.3106,1,3
2.1648578880000002,27.0472,1,3
1.075665564,13.4391,1,3
2.4866266919999997,31.0673,1,3
1.687979568,21.0892,1,3
1.381706508,17.2627,1,3
1.6696664159999999,20.8604,1,3
1.652073624,20.6406,1,3
1.796785944,22.4486,1,3
0.656480076,8.2019,1,3
1.9678954560000002,24.5864,1,3
1.787205156,22.3289,1,3
2.460277524,30.7381,1,3
0.7213605,9.0125,1,3
2.76166014,34.5035,1,3
0.83265612,10.403,1,3
1.5074173320000002,18.8333,1,3
1.879851456,23.4864,1,3
-0.20590289999999997,-2.5725,1,3
2.043317148,25.5287,1,3
1.6096204079999998,20.1102,1,3
1.267737552,15.8388,1,3
0.734863248,9.1812,1,3
2.36922402,29.6005,1,3
1.173482448,14.6612,1,3
2.48416146,31.0365,1,3
1.52824374,19.0935,1,3
1.839671376,22.9844,1,3
0.67540542,6.649,1,4
2.99239443,29.4585,1,4
0.605426958,5.9601,1,4
1.0111171620000001,9.9539,1,4
1.601672808,15.7676,1,4
1.021681482,10.0579,1,4
-0.11357659800000001,-1.1181,1,4
1.467099624,14.4428,1,4
0.7558466220000001,7.4409,1,4
0.67647201,6.6595,1,4
-0.894533796,-8.8062,1,4
1.777964898,17.5031,1,4
2.331474318,22.9521,1,4
1.350323256,13.2932,1,4
-0.361441956,-3.5582,1,4
-0.0832956,-0.82,1,4
0.477903426,4.7047,1,4
0.481204776,4.7372,1,4
1.413658386,13.9167,1,4
1.03535415,10.1925,1,4
1.28021274,12.603,1,4
1.617163758,15.9201,1,4
1.307375232,12.8704,1,4
1.406761104,13.8488,1,4
1.084082076,10.6722,1,4
2.32552173,22.8935,1,4
-0.169059594,-1.6643,1,4
1.038543762,10.2239,1,4
1.7084130720000001,16.8184,1,4
1.274808684,12.5498,1,4
0.06409698,0.631,1,4
0.13985534400000002,1.3768,1,4
1.85459685,18.2575,1,4
1.8173576219999998,17.8909,1,4
1.7908147680000002,17.6296,1,4
0.9378881400000001,9.233,1,4
1.1579307360000002,11.3992,1,4
1.486633458,14.6351,1,4
1.14724452,11.294,1,4
-0.190381236,-1.8742,1,4
1.76759358,17.401,1,4
-0.592048872,-5.8284,1,4
0.543026364,5.3458,1,4
0.6661514820000001,6.5579,1,4
0.824646756,8.1182,1,4
0.8448510180000001,8.3171,1,4
1.223917104,12.0488,1,4
1.7498983440000002,17.2268,1,4
2.1863977620000004,21.5239,1,4
-0.42015519599999995,-4.1362,1,4
2.226257754,21.9163,1,4
0.904478478,8.9041,1,4
1.0274613840000002,10.1148,1,4
-0.07604278800000001,-0.7486,1,4
2.3260804200000003,22.899,1,4
-0.056001054,-0.5513,1,4
1.7486793840000001,17.2148,1,4
1.277937348,12.5806,1,4
0.935744802,9.2119,1,4
0.9339569940000001,9.1943,1,4
0.76677663,7.5485,1,4
0.172066362,1.6939,1,4
1.313510664,12.9308,1,4
0.9744366240000001,9.5928,1,4
0.774232602,7.6219,1,4
1.233303096,12.1412,1,4
0.445611144,4.3868,1,4
0.596010492,5.8674,1,4
1.435315242,14.1299,1,4
1.6379876580000001,16.1251,1,4
0.8513318220000001,8.3809,1,4
1.944779574,19.1453,1,4
1.9386339840000002,19.0848,1,4
2.130406866,20.9727,1,4
1.110350664,10.9308,1,4
0.6283535640000001,6.1858,1,4
0.628363722,6.1859,1,4
0.796630992,7.8424,1,4
1.439622234,14.1723,1,4
1.246020912,12.2664,1,4
0.597706878,5.8841,1,4
1.72701237,17.0015,1,4
1.309965522,12.8959,1,4
0.458400066,4.5127,1,4
1.542512616,15.1852,1,4
1.827048354,17.9863,1,4
0.953064192,9.3824,1,4
2.918454348,28.7306,1,4
1.3895636100000002,13.6795,1,4
2.043769284,20.1198,1,4
0.434538924,4.2778,1,4
1.4485308000000001,14.26,1,4
1.8137820059999998,17.8557,1,4
0.978713142,9.6349,1,4
0.47798469,4.7055,1,4
0.643874988,6.3386,1,4
1.0439579760000002,10.2772,1,4
1.0333428660000001,10.1727,1,4
1.219193634,12.0023,1,4
1.572438084,15.4798,1,4
0.627286974,6.1753,1,4
1.531734978,15.0791,1,4
-0.7076469120000001,-6.9664,1,4
1.2003403860000001,11.8167,1,4
1.4324710020000002,14.1019,1,4
0.378761346,3.7287,1,4
0.601891974,5.9253,1,4
1.509235008,14.8576,1,4
1.6984683900000002,16.7205,1,4
0.8974897740000001,8.8353,1,4
1.5392315820000002,15.1529,1,4
1.499097324,14.7578,1,4
1.846846296,18.1812,1,4
1.186667718,11.6821,1,4
0.400509624,3.9428,1,4
1.40459745,13.8275,1,4
0.7821558420000001,7.6999,1,4
1.229402424,12.1028,1,4
0.202174674,1.9903,1,4
2.139721752,21.0644,1,4
0.9485743560000001,9.3382,1,4
1.768578906,17.4107,1,4
-0.347423916,-3.4202,1,4
1.766943468,17.3946,1,4
1.25618907,12.3665,1,4
0.209295432,2.0604,1,4
1.6696907760000002,16.4372,1,4
2.19453432,21.604,1,4
1.720176036,16.9342,1,4
1.58551143,15.6085,1,4
0.7381005960000001,7.2662,1,4
0.7268353740000001,7.1553,1,4
0.176871096,1.7412,1,4
1.933890198,19.0381,1,4
-0.50744289,-4.9955,1,4
0.8398837560000001,8.2682,1,4
1.469080434,14.4623,1,4
1.67469867,16.4865,1,4
1.7323757940000002,17.0543,1,4
1.004748096,9.8912,1,4
-0.319662102,-3.1469,1,4
0.765415458,7.5351,1,4
-0.564439428,-5.5566,1,4
1.7224514280000003,16.9566,1,4
0.19122435000000002,1.8825,1,4
0.895133118,8.8121,1,4
1.4534167980000001,14.3081,1,4
0.65935578,6.491,1,4
-0.065630838,-0.6461,1,4
1.460659452,14.3794,1,4
0.542772414,5.3433,1,4
0.50454786,4.967,1,4
0.519002694,5.1093,1,4
0.8279379480000001,8.1506,1,4
1.1120978400000001,10.948,1,4
-0.289726476,-2.8522,1,4
2.4668703,24.285,1,4
-0.226350714,-2.2283,1,4
0.8021061540000001,7.8963,1,4
1.1238303299999999,11.0635,1,4
0.55010649,5.4155,1,4
-0.27446916,-2.702,1,4
-0.290914962,-2.8639,1,4
0.39143853,3.8535,1,4
0.565780284,5.5698,1,4
-0.506132508,-4.9826,1,4
1.9814093220000002,19.5059,1,4
0.002458236,0.0242,1,4
1.487669574,14.6453,1,4
0.319204992,3.1424,1,4
1.432247526,14.0997,1,4
0.8222393100000001,8.0945,1,4
1.193138364,11.7458,1,4
-0.24755046,-2.437,1,4
1.18046118,11.621,1,4
0.162081048,1.5956,1,4
1.773160164,17.4558,1,4
1.058544864,10.4208,1,4
0.643174086,6.3317,1,4
-0.349729782,-3.4429,1,4
1.014012192,9.9824,1,4
1.824417432,17.9604,1,4
1.214419374,11.9553,1,4
1.977478176,19.4672,1,4
0.14800206000000002,1.457,1,4
1.056432,10.4,1,4
1.673540658,16.4751,1,4
-0.6539009339999999,-6.4373,1,4
1.390487988,13.6886,1,4
0.32986073400000004,3.2473,1,4
1.672646754,16.4663,1,4
1.031321424,10.1528,1,4
1.7545507080000002,17.2726,1,4
0.403557024,3.9728,1,4
1.6448747820000003,16.1929,1,4
1.136040246,11.1837,1,4
1.749471708,17.2226,1,4
2.174086266,21.4027,1,4
0.8510880300000001,8.3785,1,4
0.5239496400000001,5.158,1,4
0.585139325,5.0119,1,5
0.70934965,6.0758,1,5
0.913020025,7.8203,1,5
-0.808108475,-6.9217,1,5
0.370342675,3.1721,1,5
1.1335724500000002,9.7094,1,5
1.4391539000000002,12.3268,1,5
1.03162635,8.8362,1,5
0.503227525,4.3103,1,5
1.097274875,9.3985,1,5
1.2330551250000001,10.5615,1,5
0.1587333,1.3596,1,5
0.6350382750000001,5.4393,1,5
1.320220675,11.3081,1,5
-0.09185890000000001,-0.7868,1,5
0.52049485,4.4582,1,5
0.5526244499999999,4.7334,1,5
0.2183692,1.8704,1,5
0.69898225,5.987,1,5
0.47364307499999997,4.0569,1,5
0.7839295500000001,6.7146,1,5
0.66638565,5.7078,1,5
0.325347225,2.7867,1,5
1.54238425,13.211,1,5
0.36040725000000007,3.087,1,5
2.273951425,19.4771,1,5
1.4838107750000002,12.7093,1,5
1.398513225,11.9787,1,5
-0.09314315,-0.7978,1,5
0.858427725,7.3527,1,5
0.9825213,8.4156,1,5
1.097998725,9.4047,1,5
0.781652925,6.6951,1,5
1.72712945,14.7934,1,5
0.67736015,5.8018,1,5
1.28726215,11.0258,1,5
0.67497845,5.7814,1,5
0.501616375,4.2965,1,5
-1.1618026000000001,-9.9512,1,5
0.98688775,8.453,1,5
0.5708141,4.8892,1,5
0.082787425,0.7091,1,5
0.16095155000000003,1.3786,1,5
-0.11729872499999999,-1.0047,1,5
1.5470776000000002,13.2512,1,5
0.08673357500000001,0.7429,1,5
0.9403979000000001,8.0548,1,5
0.42621922500000003,3.6507,1,5
0.7254961750000001,6.2141,1,5
0.246097325,2.1079,1,5
0.20797845,1.7814,1,5
-0.044446725,-0.3807,1,5
0.3622052,3.1024,1,5
0.6240871250000001,5.3455,1,5
0.780859025,6.6883,1,5
0.6182146000000001,5.2952,1,5
1.1023184750000001,9.4417,1,5
0.261438275,2.2393,1,5
-0.42695475000000005,-3.657,1,5
0.125050925,1.0711,1,5
1.5222682250000001,13.0387,1,5
1.0426125250000002,8.9303,1,5
0.393996225,3.3747,1,5
-0.180297025,-1.5443,1,5
0.7250408500000001,6.2102,1,5
-0.21348905,-1.8286,1,5
0.959883475,8.2217,1,5
0.9322137250000001,7.9847,1,5
0.7252977,6.2124,1,5
0.17916455,1.5346,1,5
0.181184325,1.5519,1,5
0.6876575,5.89,1,5
-0.485785075,-4.1609,1,5
-0.64238185,-5.5022,1,5
1.149742325,9.8479,1,5
1.704304825,14.5979,1,5
