weight_dvdl,dvdl,Run,Lambda
-1.1927575799999999,-50.562,1,1
-1.496693499,-63.4461,1,1
-1.304439717,-55.2963,1,1
-1.479442132,-62.7148,1,1
-1.371416445,-58.1355,1,1
-1.193068968,-50.5752,1,1
-1.280705818,-54.2902,1,1
-1.2372223709999999,-52.4469,1,1
-1.721848254,-72.9906,1,1
-1.4405304270000001,-61.0653,1,1
-1.182043002,-50.1078,1,1
-1.586738888,-67.2632,1,1
-1.143126579,-48.4581,1,1
-1.423882964,-60.3596,1,1
-1.2398856820000002,-52.5598,1,1
-1.347149412,-57.1068,1,1
-1.4762669179999999,-62.5802,1,1
-1.43382379,-60.781,1,1
-1.6744299950000001,-70.9805,1,1
-1.6260209559999999,-68.9284,1,1
-1.03036402,-43.678,1,1
-1.7944700690000002,-76.0691,1,1
-0.977272366,-41.4274,1,1
-1.295574595,-54.9205,1,1
-0.902145293,-38.2427,1,1
-1.43670177,-60.903,1,1
-1.316930622,-55.8258,1,1
-1.223584992,-51.8688,1,1
-1.357531371,-57.5469,1,1
-1.471315377,-62.3703,1,1
-1.476295226,-62.5814,1,1
-1.104464928,-46.8192,1,1
-1.275131501,-54.0539,1,1
-3.7969902519999996,-71.0116,1,2
-3.113552753,-58.2299,1,2
-4.569610364,-85.4612,1,2
-2.806629606,-52.4898,1,2
-2.287735338,-42.7854,1,2
-3.482281873,-65.1259,1,2
-2.452369468,-45.8644,1,2
-2.757175203,-51.5649,1,2
-2.569955345,-48.0635,1,2
-2.757196591,-51.5653,1,2
-3.905860519,-73.0477,1,2
-2.639717654,-49.3682,1,2
-2.609539186,-48.8038,1,2
-2.862446939,-53.5337,1,2
-3.4470825720000002,-64.4676,1,2
-2.4806283629999997,-46.3929,1,2
-2.4082406769999998,-45.0391,1,2
-2.9922239759999996,-55.9608,1,2
-2.593391246,-48.5018,1,2
-3.001725595,-56.1385,1,2
-4.146379273,-77.5459,1,2
-3.01816762,-56.446,1,2
-2.8463738569999997,-53.2331,1,2
-3.0493673649999997,-57.0295,1,2
-3.0937635059999997,-57.8598,1,2
-2.871852312,-53.7096,1,2
-2.938892998,-54.9634,1,2
-2.8998171219999995,-54.2326,1,2
-3.329298856,-62.2648,1,2
-2.786781542,-52.1186,1,2
-2.988176297,-55.8851,1,2
-2.302888736,-43.0688,1,2
-3.249462799,-60.7717,1,2
-4.531144046,-84.7418,1,2
-4.866160331,-91.0073,1,2
-3.749428687,-70.1221,1,2
-3.051880455,-57.0765,1,2
-4.12906034,-77.222,1,2
-3.21745031,-60.173,1,2
-2.7906688109999997,-52.1913,1,2
-3.947957449999999,-73.835,1,2
-3.490141963,-65.2729,1,2
-3.946529801,-73.8083,1,2
-3.0314228329999997,-56.6939,1,2
-3.544788303,-66.2949,1,2
-4.639313855999999,-86.7648,1,2
-4.198314684,-78.5172,1,2
-2.9336582849999995,-54.8655,1,2
-3.00688545,-56.235,1,2
-2.85331961,-53.363,1,2
-2.5969683889999997,-48.5687,1,2
-3.8311041120000002,-71.6496,1,2
-3.010906394,-56.3102,1,2
-2.862452286,-53.5338,1,2
-2.779493581,-51.9823,1,2
-3.3172413709999997,-62.0393,1,2
-3.2943294759999997,-61.6108,1,2
-3.9839641479999996,-74.5084,1,2
-4.165029608999999,-77.8947,1,2
-2.9613557449999997,-55.3835,1,2
-2.766222327,-51.7341,1,2
-2.947592567,-55.1261,1,2
-2.536451043,-47.4369,1,2
-3.4644924039999996,-64.7932,1,2
-3.2457305929999998,-60.7019,1,2
-2.5440598239999996,-47.5792,1,2
-3.394521562,-63.4846,1,2
-3.5371848689999994,-66.1527,1,2
-4.206281714,-78.6662,1,2
-3.294238577,-61.6091,1,2
-3.1792192599999995,-59.458,1,2
-3.062847152,-57.2816,1,2
-2.828878473,-52.9059,1,2
-3.012585352,-56.3416,1,2
-2.6152658229999997,-48.9109,1,2
-3.3656638029999995,-62.9449,1,2
-2.859024859,-53.4697,1,2
-2.8711144259999997,-53.6958,1,2
-2.593268265,-48.4995,1,2
-3.7323182869999996,-69.8021,1,2
-3.4269457699999997,-64.091,1,2
-3.038946062,-56.8346,1,2
-2.871007486,-53.6938,1,2
-3.2222946919999997,-60.2636,1,2
-2.2109470709999997,-41.3493,1,2
-3.2164183389999996,-60.1537,1,2
-3.087662579,-57.7457,1,2
-2.5874346879999996,-48.3904,1,2
-3.181523817,-59.5011,1,2
-2.928546553,-54.7699,1,2
-3.4640058269999994,-64.7841,1,2
-2.8068755679999997,-52.4944,1,2
-3.0576766029999995,-57.1849,1,2
-2.645556578,-49.4774,1,2
-2.956340259,-55.2897,1,2
-3.2822078269999997,-61.3841,1,2
-3.817014767,-71.3861,1,2
-2.5839003209999998,-48.3243,1,2
-3.0178521469999997,-56.4401,1,2
-2.840182031,-53.1173,1,2
-4.014506212,-75.0796,1,2
-2.832835253,-52.9799,1,2
-4.268408507,-79.8281,1,2
-3.353018148,-62.7084,1,2
-3.7813075009999997,-70.7183,1,2
-3.00159192,-56.136,1,2
-3.090400243,-57.7969,1,2
-3.469197764,-64.8812,1,2
-2.249188815,-42.0645,1,2
-3.160205328,-59.1024,1,2
-3.026867189,-56.6087,1,2
-4.001625289,-74.8387,1,2
-2.625409082,-49.1006,1,2
-2.9977420799999996,-56.064,1,2
-2.988165603,-55.8849,1,2
-3.910106037,-73.1271,1,2
-3.039293617,-56.8411,1,2
-2.688829849,-50.2867,1,2
-4.5818068709999995,-85.6893,1,2
-2.880423553,-53.8699,1,2
-2.60832007,-48.781,1,2
-3.2530185539999996,-60.8382,1,2
-2.980022122,-55.7326,1,2
-2.988967653,-55.8999,1,2
-3.156072097,-59.0251,1,2
-3.048287271,-57.0093,1,2
-2.2196199049999996,-41.5115,1,2
-3.0647346429999995,-57.3169,1,2
-3.5655560509999997,-66.6833,1,2
-2.8988653559999995,-54.2148,1,2
-2.185500698,-40.8734,1,2
-2.8925505489999996,-54.0967,1,2
-3.660550853,-68.4599,1,2
-2.659314409,-49.7347,1,2
-2.842229932,-53.1556,1,2
-3.23787585,-60.555,1,2
-3.405734221,-63.6943,1,2
-2.9207452799999998,-54.624,1,2
-3.3577395489999997,-62.7967,1,2
-3.5958307649999997,-67.2495,1,2
-2.6041173279999996,-48.7024,1,2
-2.8531217709999996,-53.3593,1,2
-2.4010168800000002,-44.904,1,2
-2.7874552639999997,-52.1312,1,2
-2.9653553009999998,-55.4583,1,2
-3.4469382029999998,-64.4649,1,2
-2.0675191429999997,-38.6669,1,2
-2.815414727,-52.6541,1,2
-3.6117327429999992,-67.5469,1,2
-2.943977995,-55.0585,1,2
-2.899576507,-54.2281,1,2
-3.254852575,-60.8725,1,2
-2.5271846919999996,-47.2636,1,2
-2.9771882119999997,-55.6796,1,2
-3.899470854,-72.9282,1,2
-3.7352270549999997,-69.8565,1,2
-3.096110839,-57.9037,1,2
-3.1224287729999998,-58.3959,1,2
-3.5958735409999996,-67.2503,1,2
-2.687717673,-50.2659,1,2
-3.598472183,-67.2989,1,2
-3.169931521,-59.2843,1,2
-2.8837386929999997,-53.9319,1,2
-3.1437846909999996,-58.7953,1,2
-3.0094413159999998,-56.2828,1,2
-2.6588706079999995,-49.7264,1,2
-3.6838637729999997,-68.8959,1,2
-2.85251756,-53.348,1,2
-2.514613895,-47.0285,1,2
-3.532458121,-66.0643,1,2
-3.5722825769999997,-66.8091,1,2
-3.071610885,-57.4455,1,2
-2.6663884899999997,-49.867,1,2
-2.893994239,-54.1237,1,2
-3.181833943,-59.5069,1,2
-2.456283472,-45.9376,1,2
-2.995111356,-56.0148,1,2
-3.238934556,-60.5748,1,2
-2.954837752,-55.2616,1,2
-2.799443238,-52.3554,1,2
-3.217744395,-60.1785,1,2
-2.582670511,-48.3013,1,2
-3.045228787,-56.9521,1,2
-2.9954589109999996,-56.0213,1,2
-3.6472582109999996,-68.2113,1,2
-2.762532897,-51.6651,1,2
-2.909078126,-54.4058,1,2
-3.4321216659999996,-64.1878,1,2
-3.4550175199999997,-64.616,1,2
-2.953581207,-55.2381,1,2
-2.9047951789999997,-54.3257,1,2
-3.5413608759999997,-66.2308,1,2
-3.6527495799999996,-68.314,1,2
-3.165071098,-59.1934,1,2
-2.8890589579999997,-54.0314,1,2
-2.8934755799999996,-54.114,1,2
-2.796999659,-52.3097,1,2
-3.6611817989999995,-68.4717,1,2
-3.4418745939999997,-64.3702,1,2
-3.187956258,-59.6214,1,2
-4.851168372,-60.6093,1,3
-4.940132832,-61.7208,1,3
-5.522327784000001,-68.9946,1,3
-4.217963928,-52.6982,1,3
-4.60221996,-57.499,1,3
-4.388489148,-54.8287,1,3
-5.230822104,-65.3526,1,3
-4.3999989,-54.9725,1,3
-6.068608788,-75.8197,1,3
-4.432807296,-55.3824,1,3
-4.455810792,-55.6698,1,3
-5.70489102,-71.2755,1,3
-4.6967792159999995,-58.6804,1,3
-5.093249352,-63.6338,1,3
-5.922903972,-73.9993,1,3
-4.398021912,-54.9478,1,3
-4.998289896,-62.4474,1,3
-5.0318106479999996,-62.8662,1,3
-4.465719744,-55.7936,1,3
-3.9131315879999997,-48.8897,1,3
-4.408915356,-55.0839,1,3
-5.238521952,-65.4488,1,3
-5.247246312,-65.5578,1,3
-4.689655656,-58.5914,1,3
-5.132765099999999,-64.1275,1,3
-4.351958892,-54.3723,1,3
-4.783814712,-59.7678,1,3
-4.408755276,-55.0819,1,3
-5.631630408,-70.3602,1,3
-5.161563492,-64.4873,1,3
-3.8366853840000004,-47.9346,1,3
-4.733221428,-59.1357,1,3
-6.784478544,-84.7636,1,3
-4.209455676,-52.5919,1,3
-4.679866764,-58.4691,1,3
-5.350802064000001,-66.8516,1,3
-3.260317344,-40.7336,1,3
-4.522892316,-56.5079,1,3
-4.917681612,-61.4403,1,3
-4.522908324,-56.5081,1,3
-4.274728296,-53.4074,1,3
-4.91989872,-61.468,1,3
-4.7218957679999995,-58.9942,1,3
-4.103306628,-51.2657,1,3
-4.60742256,-57.564,1,3
-5.040647064,-62.9766,1,3
-4.990782144,-62.3536,1,3
-4.70707236,-58.809,1,3
-4.4930293919999995,-56.1348,1,3
-4.200787344,-52.4836,1,3
-4.469961864,-55.8466,1,3
-4.589869788000001,-57.3447,1,3
-5.708380764,-71.3191,1,3
-5.422726008000001,-67.7502,1,3
-4.683212436,-58.5109,1,3
-4.8382179,-60.4475,1,3
-8.745954792000001,-109.2698,1,3
-4.382902356,-54.7589,1,3
-4.864775172,-60.7793,1,3
-4.397469636,-54.9409,1,3
-4.27165476,-53.369,1,3
-4.184443176,-52.2794,1,3
-3.9361510920000002,-49.1773,1,3
-4.558382052000001,-56.9513,1,3
-4.6100798880000005,-57.5972,1,3
-4.301717784,-53.7446,1,3
-5.378079696,-67.1924,1,3
-3.932429232,-49.1308,1,3
-5.0967471,-63.6775,1,3
-4.11229512,-51.378,1,3
-4.281611736,-53.4934,1,3
-4.157541732,-51.9433,1,3
-6.215450172000001,-77.6543,1,3
-4.669069368000001,-58.3342,1,3
-4.8380178,-60.445,1,3
-6.62743206,-82.8015,1,3
-5.505623436,-68.7859,1,3
-4.214106,-52.65,1,3
-4.824338964,-60.2741,1,3
-5.210868132000001,-65.1033,1,3
-5.118934188,-63.9547,1,3
-5.503158204,-68.7551,1,3
-5.295982668000001,-66.1667,1,3
-4.455730752,-55.6688,1,3
-5.015082288,-62.6572,1,3
-5.672746956,-70.8739,1,3
-5.1312203279999995,-64.1082,1,3
-4.789817712,-59.8428,1,3
-4.111230588,-51.3647,1,3
-4.075628796,-50.9199,1,3
-4.7995345679999994,-59.9642,1,3
-4.0401390600000004,-50.4765,1,3
-4.100481216,-51.2304,1,3
-5.049691584,-63.0896,1,3
-4.369799808,-54.5952,1,3
-4.929927732,-61.5933,1,3
-4.659560616,-58.2154,1,3
-5.103518483999999,-63.7621,1,3
-7.536910572,-94.1643,1,3
-4.597425564,-57.4391,1,3
-5.251256316,-65.6079,1,3
-6.3252250320000005,-79.0258,1,3
-5.003572536,-62.5134,1,3
-4.15679736,-51.934,1,3
-4.2291134999999995,-52.8375,1,3
-4.3721930040000005,-54.6251,1,3
-4.7861038559999995,-59.7964,1,3
-3.916453248,-48.9312,1,3
-5.827656372,-72.8093,1,3
-3.77052432,-47.108,1,3
-3.74935374,-46.8435,1,3
-5.5894973519999995,-69.8338,1,3
-4.9140558,-61.395,1,3
-4.964817168000001,-62.0292,1,3
-5.115452448,-63.9112,1,3
-4.565289504,-57.0376,1,3
-4.91229492,-61.373,1,3
-4.584947328,-57.2832,1,3
-5.318970156000001,-66.4539,1,3
-5.86337022,-73.2555,1,3
-4.057883928,-50.6982,1,3
-4.457035404,-55.6851,1,3
-4.927134336,-61.5584,1,3
-5.85096402,-73.1005,1,3
-6.27701694,-78.4235,1,3
-4.824419004,-60.2751,1,3
-5.4365729279999995,-67.9232,1,3
-4.554460091999999,-56.9023,1,3
-5.471958612000001,-68.3653,1,3
-3.972841428,-49.6357,1,3
-4.317869856,-53.9464,1,3
-5.005885692,-62.5423,1,3
-5.33338536,-66.634,1,3
-5.542906068,-69.2517,1,3
-4.858203888,-60.6972,1,3
-4.794123864,-59.8966,1,3
-5.2563308520000005,-65.6713,1,3
-4.040587284,-50.4821,1,3
-5.592899052,-69.8763,1,3
-4.572220968,-57.1242,1,3
-5.70629172,-71.293,1,3
-4.928911224,-61.5806,1,3
-4.454658216,-55.6554,1,3
-7.962067044,-99.4761,1,3
-6.632386536,-82.8634,1,3
-4.551290508,-56.8627,1,3
-4.088651304,-51.0826,1,3
-5.28588162,-66.0405,1,3
-3.595780992,-44.9248,1,3
-3.881411736,-48.4934,1,3
-4.105723836,-51.2959,1,3
-5.080955208000001,-63.4802,1,3
-5.196420912,-64.9228,1,3
-4.11233514,-51.3785,1,3
-4.457259516,-55.6879,1,3
-4.1751585360000005,-52.1634,1,3
-4.538163948,-56.6987,1,3
-4.263946908,-53.2727,1,3
-4.73408586,-59.1465,1,3
-3.645725952,-45.5488,1,3
-4.4892675120000005,-56.0878,1,3
-4.985099304,-62.2826,1,3
-4.833311448,-60.3862,1,3
-5.472510888,-68.3722,1,3
-4.219884888,-52.7222,1,3
-4.863998784,-60.7696,1,3
-4.25648718,-53.1795,1,3
-3.98627214,-49.8035,1,3
-4.31659722,-53.9305,1,3
-4.228497192,-52.8298,1,3
-4.827820704,-60.3176,1,3
-4.119554748,-51.4687,1,3
-3.922272156,-49.0039,1,3
-4.488483120000001,-56.078,1,3
-4.201755828,-52.4957,1,3
-4.432639212,-55.3803,1,3
-3.593179692,-44.8923,1,3
-3.70509162,-46.2905,1,3
-3.796009056,-47.4264,1,3
-5.820852972,-72.7243,1,3
-3.92183994,-48.9985,1,3
-3.655210692,-45.6673,1,3
-4.896270912,-61.1728,1,3
-5.214878136,-65.1534,1,3
-2.95031442,-36.8605,1,3
-4.969539528,-62.0882,1,3
-5.237313348,-65.4337,1,3
-3.6320311079999996,-45.3777,1,3
-4.77186474,-59.6185,1,3
-4.726265952,-59.0488,1,3
-5.3138235840000005,-66.3896,1,3
-4.189485696,-52.3424,1,3
-5.446818048,-68.0512,1,3
-4.833423504,-60.3876,1,3
-4.48548162,-56.0405,1,3
-5.898819936000001,-73.6984,1,3
-5.855142108,-73.1527,1,3
-5.304322836,-66.2709,1,3
-4.877109336,-60.9334,1,3
-4.462638204,-55.7551,1,3
-6.383622414,-62.8433,1,4
-6.035863284,-59.4198,1,4
-4.385980608,-43.1776,1,4
-3.763721844,-37.0518,1,4
-4.976475306,-48.9907,1,4
-5.405589858,-53.2151,1,4
-5.729325318,-56.4021,1,4
-5.191946802,-51.1119,1,4
-5.17915788,-50.986,1,4
-6.447099756000001,-63.4682,1,4
-5.76359841,-56.7395,1,4
-7.414507044,-72.9918,1,4
-6.070603644,-59.7618,1,4
-5.80031958,-57.101,1,4
-6.536358102,-64.3469,1,4
-4.994505756,-49.1682,1,4
-4.244439036,-41.7842,1,4
-4.948337646000001,-48.7137,1,4
-4.154347734,-40.8973,1,4
-4.957276686,-48.8017,1,4
-5.185516788,-51.0486,1,4
-5.9696635979999995,-58.7681,1,4
-5.340538026,-52.5747,1,4
-4.97518524,-48.978,1,4
-6.1242074099999995,-60.2895,1,4
-4.7147138040000005,-46.4138,1,4
-5.366938668,-52.8346,1,4
-5.0576478840000005,-49.7898,1,4
-6.2711530380000005,-61.7361,1,4
-6.019417482,-59.2579,1,4
-8.523994278,-83.9141,1,4
-5.263235646,-51.8137,1,4
-7.823508756,-77.0182,1,4
-5.921108358000001,-58.2901,1,4
-6.131378958000001,-60.3601,1,4
-5.693335524,-56.0478,1,4
-6.326229714,-62.2783,1,4
-5.848580238,-57.5761,1,4
-7.136045790000001,-70.2505,1,4
-5.50456941,-54.1895,1,4
-5.828650242,-57.3799,1,4
-5.407123716000001,-53.2302,1,4
-8.750537994,-86.1443,1,4
-5.51980641,-54.3395,1,4
-5.7121278239999995,-56.2328,1,4
-4.977176208,-48.9976,1,4
-7.966980348,-78.4306,1,4
-6.01866579,-59.2505,1,4
-6.108442194,-60.1343,1,4
-4.4395539,-43.705,1,4
-5.57968782,-54.929,1,4
-6.8942549159999995,-67.8702,1,4
-7.678828362000001,-75.5939,1,4
-5.62417986,-55.367,1,4
-6.1102604760000006,-60.1522,1,4
-5.3284398479999995,-52.4556,1,4
-7.505898569999999,-73.8915,1,4
-6.428246508000001,-63.2826,1,4
-7.90678404,-77.838,1,4
-7.240988088000001,-71.2836,1,4
-5.9901522840000005,-58.9698,1,4
-5.98184304,-58.888,1,4
-4.651581834,-45.7923,1,4
-5.588240856,-55.0132,1,4
-6.377283822000001,-62.7809,1,4
-6.542899854,-64.4113,1,4
-7.144517562,-70.3339,1,4
-6.56770569,-64.6555,1,4
-6.406102068,-63.0646,1,4
-5.908512438,-58.1661,1,4
-6.6799719060000005,-65.7607,1,4
-5.93465913,-58.4235,1,4
-5.968779852,-58.7594,1,4
-5.137063127999999,-50.5716,1,4
-5.504498304,-54.1888,1,4
-5.7434754120000004,-56.5414,1,4
-5.9996601720000005,-59.0634,1,4
-5.490906900000001,-54.055,1,4
-5.693122206,-56.0457,1,4
-5.365313388000001,-52.8186,1,4
-5.038967322,-49.6059,1,4
-4.367188308,-42.9926,1,4
-5.976337404,-58.8338,1,4
-5.2136138160000005,-51.3252,1,4
-6.110362056,-60.1532,1,4
-6.0163599240000005,-59.2278,1,4
-4.509217464,-44.3908,1,4
-5.37769599,-52.9405,1,4
-5.959515756,-58.6682,1,4
-7.32335931,-72.0945,1,4
-5.2856441940000005,-52.0343,1,4
-4.765402224,-46.9128,1,4
-5.914688502000001,-58.2269,1,4
-6.7807798980000005,-66.7531,1,4
-5.42980653,-53.4535,1,4
-5.903900706,-58.1207,1,4
-4.635979146,-45.6387,1,4
-6.190975944000001,-60.9468,1,4
-6.605706768,-65.0296,1,4
-6.320835816000001,-62.2252,1,4
-7.263731849999999,-71.5075,1,4
-3.6445989780000003,-35.8791,1,4
-6.318509634000001,-62.2023,1,4
-6.786346482000001,-66.8079,1,4
-5.719126686,-56.3017,1,4
-6.886098042,-67.7899,1,4
-5.639396544,-55.5168,1,4
-6.809618460000001,-67.037,1,4
-7.199360604000001,-70.8738,1,4
-4.907725962,-48.3139,1,4
-7.5647133900000005,-74.4705,1,4
-6.526230576000001,-64.2472,1,4
-7.047153132,-69.3754,1,4
-4.780151640000001,-47.058,1,4
-6.520156092,-64.1874,1,4
-4.654365126,-45.8197,1,4
-5.063783316,-49.8502,1,4
-4.995257448,-49.1756,1,4
-5.77345167,-56.8365,1,4
-5.7846457860000005,-56.9467,1,4
-5.478046872,-53.9284,1,4
-6.278598852,-61.8094,1,4
-6.174042558,-60.7801,1,4
-4.492446606000001,-44.2257,1,4
-6.852109373999999,-67.4553,1,4
-6.0678813,-59.735,1,4
-6.104744682000001,-60.0979,1,4
-6.237895746,-61.4087,1,4
-6.050958072,-59.5684,1,4
-6.739995528000001,-66.3516,1,4
-5.132207604,-50.5238,1,4
-6.971709666000001,-68.6327,1,4
-4.835390844,-47.6018,1,4
-5.5851832980000005,-54.9831,1,4
-5.601822102000001,-55.1469,1,4
-7.904914968,-77.8196,1,4
-5.83937709,-57.4855,1,4
-5.86700685,-57.7575,1,4
-6.304186854,-62.0613,1,4
-6.05487906,-59.607,1,4
-6.827008956000001,-67.2082,1,4
-5.907659166,-58.1577,1,4
-5.362936416,-52.7952,1,4
-6.052715406000001,-59.5857,1,4
-6.222841590000001,-61.2605,1,4
-5.603995914,-55.1683,1,4
-6.536408892,-64.3474,1,4
-6.040495332000001,-59.4654,1,4
-6.346941876,-62.4822,1,4
-6.429942894000001,-63.2993,1,4
-6.8019898020000005,-66.9619,1,4
-6.519729456,-64.1832,1,4
-5.925384876,-58.3322,1,4
-6.366597606,-62.6757,1,4
-6.424061412,-63.2414,1,4
-6.833134230000001,-67.2685,1,4
-6.584314020000001,-64.819,1,4
-6.264204966,-61.6677,1,4
-7.095830268000001,-69.8546,1,4
-4.915192092,-48.3874,1,4
-7.109513094,-69.9893,1,4
-4.636639416,-45.6452,1,4
-6.269700444000001,-61.7218,1,4
-7.386633492,-72.7174,1,4
-6.364972326,-62.6597,1,4
-4.868180868,-47.9246,1,4
-5.735084904,-56.4588,1,4
-7.273381950000001,-71.6025,1,4
-6.31553334,-62.173,1,4
-6.167561754,-60.7163,1,4
-6.122521182,-60.2729,1,4
-6.071649918,-59.7721,1,4
-4.916370420000001,-48.399,1,4
-6.786793434,-66.8123,1,4
-5.0538284760000005,-49.7522,1,4
-6.007512306000001,-59.1407,1,4
-5.8663262640000005,-57.7508,1,4
-5.632214838,-55.4461,1,4
-6.641605139999999,-65.383,1,4
-5.358720846000001,-52.7537,1,4
-3.290044146,-32.3887,1,4
-6.867569850000001,-67.6075,1,4
-5.9788667460000005,-58.8587,1,4
-5.398834788,-53.1486,1,4
-5.2675934280000005,-51.8566,1,4
-7.048158774,-69.3853,1,4
